Time, Song, Artist, Album ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:22,Fish And Whistle,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:25,Daddy's Little Pumpkin,John Prine,The Missing Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:28,Far From Me,John Prine,John Prine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:33,Aw Heck,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:37,Blue Umbrella,John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:41,Often Is A Word I Seldom Use,John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:44,Grandpa Was A Carpenter,John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:46,Onomatopeia,John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:48,The Accident (Things Could Be Worse),John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:52,Mexican Home,John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 10:56,A Good Time,John Prine,Sweet Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:00,Middle Man,John Prine,Common Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:01,The Feels,Maren Morris,GIRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:02,Middle Man,John Prine,Common Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:02,The Feels,Maren Morris,GIRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:02,Come Back To Us Barbara Lewis Hare Krishna Beauregard,John Prine,Common Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:06,My Own Best Friend,John Prine,Common Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:09,Mapdot,Jess Moskaluke,The Demos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:09,He Was In Heaven Before He Died,John Prine,Common Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:10,Mapdot,Jess Moskaluke,The Demos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:10,He Was In Heaven Before He Died,John Prine,Common Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:11,If You Don't Want My Love,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:14,That's The Way That The World Goes Round,John Prine,John Prine (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:17,The Stranger,Ingrid Andress,Lady Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:18,Bruised Orange (Chain Of Sorrow),John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:19,The Stranger,Ingrid Andress,Lady Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:19,Bruised Orange (Chain Of Sorrow),John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:21,Country Thunder (Acoustic),The Washboard Union,Everbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:21,Bruised Orange (Chain Of Sorrow),John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:23,Country Thunder (Acoustic),The Washboard Union,Everbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:24,Done,Chris Janson,Real Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:26,Crooked Piece Of Time,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:28,Big, Big Plans,Chris Lane,Big, Big Plans - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:32,I Ain't Gonna Let You Leave,Cold Creek County,I Ain't Gonna Let You Leave - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:34,Good Times Roll,Jimmie Allen & Nelly,Bettie James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:39,Stick That In Your Country Song,Eric Church,Heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:43,Where I'm From,The Reklaws,Sophomore Slump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:53,Broken Halos,Chris Stapleton,From A Room: Volume 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 11:58,Ladies In The '90s,Lauren Alaina,Getting Good - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 12:01,Cool Anymore,Jordan Davis Feat. Julia Michaels,Jordan Davis - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 12:04,I Do Too,The Reklaws,Freshman Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 12:07,Happy Does,Kenny Chesney,Here and Now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 13:26,Crack Is Wack (But Not As Wack As You),isaac and i,Mixed Feelings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 13:38,Parallel Line,Keith Urban,Graffiti U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:42,Carillon-Sortie,Christopher Herrick,Carillon-Sortie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:42,House Addiction Leadpluss 128 (Tool 4),Ian Tools,House Addiction Vol.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:43,Danger Zone,DICKY ROSE,Dicky Rose on Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:44,Four Dimensional Existence,Allen,Four Dimensional Existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:44,Tranquility Train (Matt Correa Remix),The Sunchasers,Tranquility Train - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:45,Todo Lo Que Quiero,Rodrigo Silva,Todo Lo Que Quiero - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 19:49,Neon,Rainbow of the Night,Neon - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 20:10,JU$T,Run The Jewels Feat. Pharrell Williams & Zack de la Rocha,RTJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 20:33,New World Coming (darkDARK Remix),Nina Simone,New World Coming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:32,New Thing,Bonti,New Thing - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:33,Everybody (Backstreet's Back),Backstreet Boys,NKOTBSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:35,Everybody (Backstreet's Back),Backstreet Boys,Backstreet's Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:36,This Is America,Childish Gambino,This Is America - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:44,Dancing Queen,ABBA,Arrival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:47,The Look,Roxette,Look Sharp! (Extended Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:52,All That She Wants,Ace Of Base,Happy Nation (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:55,I Want It That Way,Backstreet Boys,Millennium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 21:59,...Baby One More Time,Britney Spears,The Essential Britney Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:11,So What,P!nk,Funhouse (Expanded Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:15,Stone Cold,Demi Lovato,Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:18,Everybody (Backstreet's Back),Backstreet Boys,Backstreet's Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:21,Uhh Ahh (Original Version),Boyz II Men,I'll Make Love To You - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:23,I Love Music,The O'Jays,Live In New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:30,Higher And Higher (Your Love Keeps Lifting Me),Jackie Wilson,Higher and Higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:32,Motownphilly,Boyz II Men,Twenty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:39,Higher And Higher (Your Love Keeps Lifting Me),Jackie Wilson,Higher and Higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:44,End Of The Road,Boyz II Men,Motown - A Journey Through Hitsville USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 22:50,I'll Make Love To You,Boyz II Men,II: Yo Te Voy a Amar (Spanish Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 10:25,Crooked Piece Of Time,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 10:26,Iron Ore Betty,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 10:29,The Hobo Song,John Prine,Bruised Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 10:30,Weekend Chill,Morninglightmusic,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 15:24,Come And Get Your Love,Bannd,Come And Get Your Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 15:36,Boom Baby,Luke Miltenburg,Boom Baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 18:37,Proud Mary (with Jennifer Hudson),John Fogerty Feat. Allen Toussaint, Rebirth Brass Band & Jennifer Hudson,Wrote a Song For Everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 18:42,Wild Horses (Unplugged),Alicia Keys Feat. Adam Levine,Unplugged (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 18:52,Lodi,Shawn Colvin,Uncovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 18:57,Sweet Virginia,Everest,Sweet Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:01,Everything I Own,Rod Stewart,Still the Same... Great Rock Classics of Our Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:03,Sweet Child O' Mine (New Orleans Style Guns N' Roses Cover;Phil Mac Remix),Postmodern Jukebox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:05,Sweet Child O'mine,Scott Bradlee's Postmodern Jukebox Feat. Miche Braden,Twist Is the New Twerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:08,The Weight,Aretha Franklin,This Girl's In Love With You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:11,Blue On Black,Five Finger Death Punch,And Justice for None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:12,Blue On Black,Five Finger Death Punch Feat. Kenny Wayne Shepherd & Brantley Gilbert & Brian May,Blue on Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:12,Blue On Black,Five Finger Death Punch,And Justice for None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:13,Blue On Black,Five Finger Death Punch Feat. Kenny Wayne Shepherd & Brantley Gilbert & Brian May,Blue on Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:16,Daniel,Sam Smith,Revamp: The Songs of Elton John & Bernie Taupin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:20,Go Your Own Way,Lissie,Covered up with Flowers - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:23,Me & Magdalena,The Monkees,Good Times!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:27,Jolene,Straight No Chaser Feat. Dolly Parton,Under the Influence (Ultimate Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:29,99 Red Balloons,Sleeping At Last,Covers, Vol. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 19:34,Take Me Home, Country Roads,Mountain Man,Sings John Denver - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 20:14,A Big Part Of A Big Sun,DeLaurentis,Big Part of a Big Sun - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 20:34,Swim In The Light,Kid Cudi,Passion, Pain & Demon Slayin',,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 20:35,Me And The Devil,Gil Scott-Heron,Me and the Devil - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14 21:42,Ghost Nation,Gary Numan,Savage (Songs from a Broken World),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 7:41,Next Time,Al Stewart,Modern Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 7:43,Light Up Or Leave Me Alone,Traffic,The Low Spark of High Heeled Boys (Bonus Track),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 7:48,Lotta Love (Live),Neil Young,Live Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 7:51,Hot Rocks,Valdy,Hot Rocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 7:55,Hello In There,Bette Midler,The Divine Miss M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 7:59,Almost Cut My Hair,Crosby & Stills & Nash & Young,Déjà Vu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:05,The King Must Die (Piano Demo),Elton John,Elton John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:10,Foolish Man,Graham Nash & David Crosby,Foolish Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:14,I Don't Wanna Grow Up,Tom Waits,Bone Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:17,Zero She Flies,Al Stewart,Zero She Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:22,Show Me The Way,Lighthouse,One Fine Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:24,I Thank You,ZZ Top,Degüello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:28,Ramblin' Man,The Allman Brothers Band,Brothers and Sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:33,Medicated Goo (Live Version),Traffic,Welcome to the Canteen (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:37,Sedan Delivery,Neil Young & Crazy Horse,Way Down In The Rust Bucket (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:42,Scandinavian Girl,Al Stewart,The First Album (Bed-Sitter Images),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:44,Who Knows What Tomorrow May Bring (Live),Traffic,John Barleycorn Must Die (Deluxe Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:49,Teach Your Children,Crosby & Stills & Nash & Young,Déjà Vu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:52,Take Me To The Pilot (Uk-Release Mix),Elton John,17-11-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 8:57,Anything You Want (Make Me Do),A Foot In Coldwater,A Foot In Coldwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:02,When You Dance, I Can Really Love,Neil Young,Year of the Horse (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:06,Free Fallin',Tom Petty,Full Moon Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:07,Fisherman's Son,The Rankin Family,Songs of the Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:09,The Beer Song,Gaelic Storm,Go Climb a Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:13,The Galway Girl,Celtic Thunder,Homeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:16,Making It Work,Doug And The Slugs,Slugcology 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:19,What Am I Doing Here,Blue Rodeo,Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:22,Leave Her Johnny,Alan Doyle,Leave Her Johnny - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:27,Lisa Brown,The Rankin Family,Lisa Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:30,The Rest Of My Life,Johnny Reid,What Love Is All About,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:33,Your Back Yard,Burton Cummings,Burton Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:36,The Crawl (Symphony Version),Spirit Of The West,Tripping Up the Stairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:41,Could I Be Your Girl,Jann Arden,Living under June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 9:46,Queen Of Portland Street,Matt Mays,Coyote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 11:55,Left Unturned,Jamie Bathgate,Left Unturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 12:36,Blinding Lights,The Weeknd,After Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 16:38,Day Of Jest,Christopher Thomas Judge,Retro Electro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:17,Rock And Roll Song,Valdy,Rock And Roll Song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:21,Yes I Can,Valdy,Yes I Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:23,Peter & Lou,Valdy,Peter & Lou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:27,Renaissance,Valdy,Renaissance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:30,Dirty Old Man,Valdy,Dirty Old Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:39,Play Me A Rock 'N' Roll Song (Studio),Valdy,Viva Valdy: Live At Last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:43,Landscapes,Valdy,Landscapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:44,Streets Of Whitehorse,Valdy,Streets Of Whitehorse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:48,Read Between The Lines,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:51,As The Waters Fall,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:55,Saviours' Place,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 8:58,Cottonwood Memory,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:01,Ragged Band Of Angels,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:05,Mean Mama,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:09,It's The Water,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:11,Mind's Eye View,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:15,Broughton Archipelago,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:18,When A Train Rolls By,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:21,Saints And Angels,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:23,Vs. L T,Valdy,Read Between the Lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:27,I Put A Spell On You,Jeff Beck Feat. Joss Stone,Emotion & Commotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:30,Cause We've Ended As Lovers,Jeff Beck,Blow By Blow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:35,People Get Ready,Jeff Beck & Rod Stewart,Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:40,Isolation,Jeff Beck & Johnny Depp,Isolation - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:45,Nessun Dorma,Jeff Beck,Emotion & Commotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:48,Shame,Jeff Beck,Loud Hailer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:53,Come Dancing,Jeff Beck,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 9:59,Hi Ho Silver Lining,Jeff Beck,Live At the Fillmore West, San Francisco 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 10:02,Freeway Jam,Jeff Beck,Blow By Blow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 10:07,Scared For The Children,Jeff Beck,Loud Hailer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 17:33,New Thing,Bonti,New Thing - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:07,Forever Young (From Nbc's Parenthood),Rhiannon Giddens & Iron & Wine,Forever Young (From NBC's Parenthood) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:11,Copperline,Catherine Reed,Help From My Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:14,The Heart Of Saturday (Looking For),Shawn Colvin,Cover Girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:18,Have You Ever Seen The Rain,John Fogerty With Alan Jackson,Wrote a Song for Everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:21,You Can Call Me Al,Eddie Berman,Surrounded by the Sound: Ten Covers by Eddie Berman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:26,Fields Of Gold,Eva Cassidy,Nightbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:30,I Guess That's Why They Call It The Blues,Alessia Cara,Revamp: The Songs of Elton John & Bernie Taupin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:34,Rocky Raccoon,Charlie Parr Feat. Nicholas Mrozinski,Minnesota Beatle Project, Vol. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:38,America,First Aid Kit,America - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:43,Vincent (Cover),Passenger,Sunday Night Sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:46,I Have Met My Love Today (Recorded At Rca Studio A, Nashville),John Prine,I Have Met My Love Today (Recorded At Rca Studio A, Nashville),,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:49,Far From Me,Megan Mullally & Supreme Music Program,The Sweetheart Break-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:53,This Wheel's On Fire,Guster,Endless Highway: The Music of the Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:55,The Cloud Fortress,Apprentice Destroyer,Glass Ceiling Universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:55,This Wheel's On Fire,Guster,Endless Highway: The Music of the Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 19:56,Here Comes The Sun,Jacob Collier Feat. Dodie,Djesse, Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 20:00,We Belong,Old Sea Brigade,We Belong - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 20:04,Sultans Of Swing,Blue System,Vintage Chic 100, Pt. Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 20:31,Shake It,Jake Miller,Rumors - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 20:53,Heir,Public Memory,Wuthering Drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 21:11,Dear God,LAWLESS Feat. Sydney Wayser,Lawless - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 21:16,Driver, Passenger,Zoot Woman,Absence (Deluxe Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 22:18,Afternoon,Tender,Tender II - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16 22:34,Bottom Of The Deep Blue Sea,MISSIO,Loner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:00,Flip, Flop & Fly,Downchild,So Far: A Collection of Our Best,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:04,Could of Had All You're Lovin',Downchild Blues Band,Blood Run Hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:08,Mississippi Woman, Mississauga Man,Downchild Blues Band,Something I've Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:12,Caldonia,Downchild Blues Band,Been So Long/Ready To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:15,I Got Everything I Need (Almost),Downchild Blues Band,Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:16,Almost (I Got Everything I Need),Downchild,Live At the Palais Royale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:18,When I Say Jump,Downchild Blues Band,Gone Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:21,Something I've Done,Downchild Blues Band,Something I've Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:25,Bop 'til I Drop,Downchild Blues Band,Been So Long/Ready To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:32,Summertime Blues,Downchild Blues Band,We Deliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:34,Mailbox Money,Downchild Blues Band,Something I've Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
