Time, Song, Artist, Album ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:38,Downchild Shuffle,Downchild Blues Band,Been So Long/Ready To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:41,Shotgun Blues,Downchild Blues Band,Double Header: We Deliver / Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:47,It's A Matter Of Time,Downchild Blues Band,Double Header: We Deliver / Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:51,A Girl I Love To Love,Downchild Blues Band,Gone Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:53,Rock Me Baby,Downchild Blues Band,Been So Long/Ready To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:57,Everyday I Have The Blues,Downchild Blues Band,Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 9:59,Tryin' to Keep Her 88's Straight,Downchild Blues Band,We Deliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:04,Rockin' Little Boogie,Downchild Blues Band,Gone Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:07,It's Been So Long,Downchild Blues Band,Been So Long/Ready To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:11,Good Morning Blues,Downchild Blues Band,Double Header: We Deliver / Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:14,Nine Below Zero,Downchild Blues Band,Blood Run Hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:19,Caledonia (Live),Downchild Blues Band,But I'm On the Guest List (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:24,Take A Piece Of My Heart,Downchild Blues Band,Something I've Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:28,I'm Alone,Downchild Blues Band,Double Header: We Deliver / Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:33,Blood Run Hot,Downchild Blues Band,Blood Run Hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:38,The Slide,Downchild Blues Band,Been So Long/Ready To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:41,Worried About The World,Downchild Blues Band,Something I've Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:45,She Won't Come Home,Downchild Blues Band,Road Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:49,A Feelin' So Good,Downchild Blues Band,Gone Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:52,I Came for Your Daughter,Downchild Blues Band,Double Header: We Deliver / Straight Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:56,Rocket 88,Downchild Blues Band,Blood Run Hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 10:58,Low Tide,Downchild Blues Band,Road Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:03,Gone Fishing,Downchild Blues Band,Gone Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:07,Understanding and Affection,Downchild Blues Band,We Deliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:09,Into The Fire,Downchild Blues Band,Something I've Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:13,Gonnna Tell Your Mother (Live),Downchild Blues Band,But I'm On the Guest List (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:18,It Isn't Right,Downchild Blues Band,Gone Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:22,Hey Hey Little Girl,Downchild Blues Band,Blood Run Hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:24,Caught In The Middle,Downchild Blues Band,Road Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:29,Tramp (Live),Downchild Blues Band,But I'm On the Guest List (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:32,T.V. Mama,Downchild Blues Band,Road Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 11:36,Done Changed My Way Of Living (Live),Downchild Blues Band,But I'm On the Guest List (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:02,Joy.,For KING & COUNTRY,Burn The Ships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:06,Like 1999,Valley,Like 1999 - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:16,Mademoiselle,Inlet Sound,The Romantics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:41,Me And Bobby Mcgee,Janis Joplin,The Pearl Sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:45,Piece Of My Heart,Big Brother & The Holding Company,Cheap Thrills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:49,Kozmic Blues,Janis Joplin,I Got Dem Ol' Kozmic Blues Again Mama!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:54,Maybe,Janis Joplin,Live: Texas International Pop Festival, Dallas TX 30 Aug' '69 - Remastered from Original Tape,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 12:57,Cry Baby,Janis Joplin,The Pearl Sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 13:02,Summertime,Big Brother & The Holding Company,Cheap Thrills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 13:06,Little Girl Blue,Janis Joplin,I Got Dem Ol' Kozmic Blues Again Mama!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 13:09,Try (Just A Little Bit Harder),Janis Joplin,Live: Texas International Pop Festival, Dallas TX 30 Aug' '69 - Remastered from Original Tape,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 13:13,Mercedes Benz,Janis Joplin,The Pearl Sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 13:15,Call On Me,Big Brother & The Holding Company & Janis Joplin,Big Brother & the Holding Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 13:18,Ball And Chain,Big Brother & The Holding Company,Cheap Thrills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:13,City Of New Orleans (Live;1990 Version),The Highwaymen,Live: American Outlaws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:19,Cecilia,Morgan James,YouTube Sessions - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:21,Bad Moon Rising,John Fogerty With Zac Brown Band,Wrote a Song for Everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:26,Everybody Wants to Rule the World (Acoustic),Craig Cardiff,Cut to Ribbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:27,Down On The Corner,The Mavericks,King of the Hill (Music from and Inspired by the TV Series King of the Hill),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:31,Take Me Home, Country Roads,Brandi Carlile & Emmylou Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:34,Rhiannon,Best Coast,Just Tell Me That You Want Me - A Tribute to Fleetwood Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:37,Mr. Tambourine Man,Hamilton Leithauser + Rostam,Mr. Tambourine Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:41,Fly Like An Eagle,Seal,Seal: Best 1991 - 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:46,Wonderwall,Ryan Adams,Love Is Hell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:53,Lay Lady Lay,Bryan Adams,Tracks of My Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 19:59,Shiver Me Timbers,Bette Midler,Divine Madness (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 20:10,Muñeca (Captain Planet Remix),Joe Bataan,Calentura: Toque (Captain Planet Remixes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 21:05,Timing,YK Osiris,Timing - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 21:13,The War,Syml,In My Body - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 21:28,The Keating 5,Photek,How to Get Away with Murder (Original Television Series Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:11,Pushin On,2WEI,Sequels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:04,The Weight,The Band,Music From Big Pink (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:09,Atlantic City,The Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:14,The Night They Drove Old Dixie Down,The Band,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:17,Ophelia,The Band,Northern Lights – Southern Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:30,Up On Cripple Creek,The Band,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:33,Acadian Driftwood,The Band,Northern Lights – Southern Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:40,Sleeping (Alternate Mix / 2020),The Band,Stage Fright (Deluxe Remix 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:40,Sleeping,The Band,Stage Fright (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:41,Sleeping (Alternate Mix / 2020),The Band,Stage Fright (Deluxe Remix 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:42,Sleeping,The Band,Stage Fright (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:42,Sleeping (Alternate Mix / 2020),The Band,Stage Fright (Deluxe Remix 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:43,In A Station,The Band,Music From Big Pink (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:47,Whispering Pines,The Band,The Band (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:50,Whispering Pines (Remix / 2019),The Band,The Band (Deluxe Edition / Remixed 2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:51,When I Paint My Masterpiece,The Band,Cahoots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:56,All La Glory,The Band,Stage Fright (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 9:58,Chest Fever,The Band,Complete King Biscuit Flower Hour (Remastered) [Live At the Carter Baron Amphitheater, Washington DC, July 17Th 1976],,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:04,King Harvest (Has Surely Come),The Band,Complete King Biscuit Flower Hour (Remastered) [Live At the Carter Baron Amphitheater, Washington DC, July 17Th 1976],,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:07,It Makes No Difference,The Band,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:14,Don't Do It,The Band,Rock of Ages (Live At the Academy of Music, New York / 1972 / Remastered 2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:18,Rag Mama Rag,The Band,The Band (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:19,Long Black Veil,The Band,Music From Big Pink (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:22,Stage Fright,The Band,Stage Fright (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:26,Caravan (Live),Van Morrison,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:32,Get Up Jake (#1) (Calgary Hotel Room Recording, 1970),The Band,Stage Fright (Deluxe Remix 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:34,Tears Of Rage,The Band,Complete King Biscuit Flower Hour (Remastered) [Live At the Carter Baron Amphitheater, Washington DC, July 17Th 1976],,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:40,Rag Mama Rag,The Band,The Band (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:43,Such A Night (Concert Rehearsal Version),The Band,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:48,Comfortably Numb (Live Version),Roger Waters & Van Morrison & The Band,The Wall (Live In Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:56,The W.S. Walcott Medicine Show (Alternate Mix/Remastered),The Band,Capitol Rarities 1968-1977 (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 10:59,Rockin' Chair,The Band,The Band (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:03,Ophelia,The Band,Northern Lights – Southern Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:04,Helpless (Concert Version),The Band Feat. Neil Young,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:09,Remedy,The Band,Lost Soul, Vol. 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:13,Time To Kill (Live At The Royal Albert Hall, June 1971),The Band,Stage Fright (Deluxe Remix 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:17,The Moon Struck One,The Band,Cahoots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:21,Forever Young (Concert Version),The Band Feat. Bob Dylan,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:26,Ain't Got No Home,The Band,Moondog Matinee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:30,Daniel And The Sacred Harp,The Band,Stage Fright (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:34,Evangeline,Emmylou Harris with The Band,Duets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:37,Further On Up The Road (Concert Version),The Band Feat. Eric Clapton,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:43,Too Soon Gone,The Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:51,Mother (Live Version),Roger Waters & Sinéad O'Connor & The Band,The Wall (Live In Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:54,Don't Ya Tell Henry (Live),The Band,Live At Watkins Glen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:54,Don't Ya Tell Henry (Live at Woodstock, 8/17/1969),The Band,The Band (Deluxe Edition / Remixed 2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:55,Don't Go To Strangers,J.J. Cale,Naturally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 11:57,Redemption,Joe Bonamassa,Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:00,You Don't Love Me,Al Kooper & Steve Stills,Super Session (Bonus Track Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:05,Albert's Shuffle,Al Kooper & Mike Bloomfield,From His Head to His Heart to His Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:10,Albert's Shuffle (2002 Remix W/O Horns),Al Kooper & Mike Bloomfield & Stephen Stills,Super Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:10,Albert's Shuffle,Al Kooper & Mike Bloomfield,From His Head to His Heart to His Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:12,Beyond Cool,Lucky Peterson,Beyond Cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:19,Crow Jane,The Derek Trucks Band,Songlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:23,Time Was,Canned Heat,Songs from the Road (Live 2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:26,Drive,Joe Bonamassa,Blues of Desperation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:32,Call Me The Breeze,J.J. Cale,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:35,Bell Bottom Blues,Derek & The Dominos,Layla and Other Assorted Love Songs (40th Anniversary Version) [Remastered],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:40,Dirty Pool,Stevie Ray Vaughan & Double Trouble,Texas Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 12:50,On That Morning,Robben Ford,Bringing It Back Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:25,Long Black Veil,The Band,Music From Big Pink (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:28,Face The Fact,Ted Nilsson & Mikey Dalton,Face The Fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:32,City Of New Orleans,Arlo Guthrie,Live in Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:32,End Of The Line,The Traveling Wilburys,The Traveling Wilburys, Vol. 1 (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:36,Catch The Wind,Donovan,Catch the Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:39,These Days,Jackson Browne,For Everyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:44,Anyhow,Tedeschi Trucks Band,Let Me Get By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:51,Melissa,The Allman Brothers Band,Eat a Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:54,Carmelita,Warren Zevon,Warren Zevon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 13:58,Lawyers, Guns And Money,Gonzo & Warren Zevon Motion Picture Soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:01,Can't Let Go,Lucinda Williams,Car Wheels On a Gravel Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:06,Ripple,Grateful Dead,American Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:09,Werewolves Of London,Warren Zevon,Nighttime in Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:13,Days Like This,Van Morrison,Days Like This,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:16,Cry To Me,John Hiatt,The Eclipse Sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:20,Unknown Legend,Neil Young,Harvest Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:24,Evangeline,Emmylou Harris with The Band,Duets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:25,The Last Waltz Suite: Evangeline,The Band Feat. Emmylou Harris,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:26,Evangeline,Emmylou Harris with The Band,Duets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:26,The Last Waltz Suite: Evangeline,The Band Feat. Emmylou Harris,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:27,Evangeline,Emmylou Harris with The Band,Duets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:27,The Last Waltz Suite: Evangeline,The Band Feat. Emmylou Harris,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:28,The Weight,The Band,Music From Big Pink (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:32,Time To Kill (Live At The Royal Albert Hall, June 1971),The Band,Stage Fright (Deluxe Remix 2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:36,After The Gold Rush,Neil Young,After The Gold Rush (50th Anniversary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:40,Father And Daughter,Paul Simon,Surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:44,The Weight (Live),The Band Feat. The Staple Singers,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:48,The Pretender,Jackson Browne,The Pretender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 14:55,Midnight In Harlem,Tedeschi Trucks Band,Revelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:00,Part Of Me,Tedeschi Trucks Band,Made Up Mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:04,The Needle And The Damage Done,Neil Young,Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:07,I'll Be Here In The Morning,Townes Van Zandt,Townes Van Zandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:09,Last Night,The Traveling Wilburys,The Traveling Wilburys, Vol. 1 (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:14,If I Needed You,Townes Van Zandt,Rear View Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:17,And It Stoned Me,Van Morrison,Moondance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:22,Someone Like You,Van Morrison,Poetic Champions Compose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 15:28,These Are The Days,Van Morrison,Avalon Sunset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:21,Jolene,Dolly Parton,Something Special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:24,Diane,Cam,The Otherside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:29,House At Pooh Corner,The Nitty Gritty Dirt Band,Dirt, Silver & Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:39,Seven Nation Army,Scott Bradlee's Postmodern Jukebox Feat. Haley Reinhart,Swipe Right For Vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:50,Move It On Over (Live),Willie Nelson,Willie and the Boys: Willie's Stash, Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:54,Fly Like An Eagle,Seal,Seal: Best 1991 - 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 18:58,Tiny Dancer,Florence + The Machine,Revamp: The Songs of Elton John & Bernie Taupin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:05,Forever Young (From Nbc's Parenthood),Rhiannon Giddens & Iron & Wine,Forever Young (From NBC's Parenthood) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:09,The Weight,Aretha Franklin,This Girl's In Love With You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:13,Beth (Glee Cast Version),Glee Cast,Glee: The Music, The Complete Season One,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:20,White Rabbit,Sleepy Folk,Coffeehouse Playlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:21,Summer Breeze,Jason Mraz,Everwood (Original Television Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:25,September (Recorded At The Tracking Room Nashville),Taylor Swift,September (Recorded At The Tracking Room Nashville),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:29,After The Gold Rush,The Time And Space Machine,Set Phazer To Stun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:32,After The Gold Rush,Neil Young,After The Gold Rush (50th Anniversary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:32,Flashback Blues,Andon Davis Band,The Postman Delivers: A Chicago Musicians' Tribute to John Prine Vol. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:38,Sorry Seems To Be The Hardest Word,Diana Krall,Wallflower (The Complete Sessions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:42,Wish You Were Here,The Milk Carton Kids,Wish You Were Here - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:48,Rockin' Chair,Death Cab For Cutie,Endless Highway - The Music of the Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:52,Suzanne,Nina Simone,To Love Somebody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:54,Like A Rolling Stone,The Mayries,Songs of Dylan - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 19:59,Hotel California,Passenger,Hotel California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:03,Sweet Child O' Mine (New Orleans Style Guns N' Roses Cover;Phil Mac Remix),Postmodern Jukebox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:05,Sweet Child O'mine,Scott Bradlee's Postmodern Jukebox Feat. Miche Braden,Twist Is the New Twerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:08,Faraway Eyes,The Handsome Family,Smothered and Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:15,Life Is A Carnival,Trevor Hall,Endless Highway - The Music of the Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:19,Hey Hey, My My,Fjord,Textures - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:23,Wild World (Acoustic Version),Joanna Wang,The Things We Do for Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:25,Wild World,Joanna Wang,The Things We Do for Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:25,Wild World (Acoustic Version),Joanna Wang,The Things We Do for Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 20:28,For What It's Worth,The Lone Bellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 21:27,Pachelbel's Canon In D Major,Royal Philharmonic Orchestra,Classical Music for Babies, Vol. 1 (Jonathan Carney, Conductor & Soloist),,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 21:32,In Born Soul,Freddie Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 21:34,Animal (Stripped),MISSIO,Skeletons, Pt. 1 - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 21:36,Where I Wanna Be,Archie Thompson,Step Up: High Water (Music Featured in Season 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18 21:39,Shake It,Jake Miller,Rumors - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
